customer_id;signup_date;age;gender;annual_income;education;marital_status;dependents;tenure;contract;payment_method;paperless_billing;senior_citizen;monthlycharges;totalcharges;num_services;has_phone_service;has_internet_service;has_online_security;has_online_backup;has_device_protection;has_tech_support;has_streaming_tv;has_streaming_movies;customer_satisfaction;num_complaints;num_service_calls;late_payments;avg_monthly_gb;days_since_last_interaction;credit_score;churn
CUST0000005699;2021-08-03 12:53:58.232936;62;Female;21351.47;bachelor;married;1;21;two_year;credit_card;No;0;58.57;1195.01;4;1;0;0;0;0;0;0;1;8.0;3.0;5;1;0.0;37;649.0;0
CUST0000005700;2024-03-30 12:53:58.232941;61;Male;36995.3;master;married;2;2;two_year;electronic_check;Yes;0;74.4;12.974.608.870.733.900;3;1;1;0;1;0;1;0;0;9.0;;3;0;84.74;108;680.0;0
CUST0000005701;2024-03-11 12:53:58.232947;58;Male;69019.97;phd;divorced;0;4;one_year;mailed_check;Yes;0;108.96;400.83;2;1;1;0;1;1;1;1;0;9.0;0.0;5;0;82.89;33;669.0;0
CUST0000005702;2021-09-13 12:53:58.232952;56;Male;34153.75;college;single;1;44;one_year;credit_card;No;0;75.34;2245.06;4;0;0;0;0;0;0;1;0;1.0;3.0;5;0;0.0;40;671.0;0
CUST0000005703;2022-03-18 12:53:58.232958;48;Male;49929.9;high_school;single;1;61;one_year;credit_card;Yes;0;72.25;4480.38;1;1;1;1;1;0;0;1;1;7.0;0.0;2;0;;46;731.0;0
CUST0000005704;2024-09-04 12:53:58.232980;35;Female;33882.16;master;married;0;14;two_year;electronic_check;Yes;0;76.87;1177.37;2;1;1;1;1;0;1;0;1;9.0;0.0;0;0;16.59;31;819.0;0
CUST0000005705;2021-07-09 12:53:58.232988;53;Female;32934.29;high_school;single;0;47;two_year;bank_transfer;Yes;0;56.53;2641.79;2;1;1;0;0;1;0;1;1;9.0;2.0;2;1;30.34;60;677.0;0
CUST0000005706;2023-02-08 12:53:58.232994;20;Female;106027.35;college;widowed;1;50;two_year;credit_card;Yes;1;74.67;3681.11;1;1;1;1;0;1;1;0;0;2.0;2.0;1;1;43.89;55;786.0;0
CUST0000005707;2022-02-17 12:53:58.233001;34;Female;42669.29;college;married;0;5;one_year;credit_card;Yes;1;115.55;568.83;3;1;1;0;1;0;1;1;0;6.0;0.0;2;0;13.69;15;666.0;0
CUST0000005708;2022-07-21 12:53:58.233007;61;Female;27685.39;bachelor;single;0;11;two_year;electronic_check;Yes;0;67.38;732.22;2;1;0;0;0;0;0;0;1;8.0;0.0;2;0;0.0;51;570.0;0
CUST0000005709;2021-07-17 12:53:58.233014;37;Male;61688.18;high_school;divorced;0;13;two_year;mailed_check;No;0;86.94;1238.56;2;1;1;0;1;0;0;1;1;6.0;2.0;6;0;80.34;1;552.0;0
CUST0000005710;2024-05-25 12:53:58.233020;54;Female;68750.53;master;married;2;9;two_year;bank_transfer;Yes;0;108.52;917.03;3;1;1;0;1;0;0;1;1;5.0;0.0;0;0;34.64;37;642.0;0
CUST0000005711;2024-10-19 12:53:58.233027;39;Female;25338.73;college;married;1;17;one_year;bank_transfer;Yes;0;55.33;931.18;1;1;0;0;0;0;1;1;1;6.0;0.0;2;0;0.0;55;745.0;0
CUST0000005712;2024-09-14 12:53:58.233033;53;Male;79268.15;college;married;2;32;two_year;bank_transfer;Yes;0;101.9;3331.26;2;1;1;0;1;0;1;0;0;;0.0;1;1;9.21;4;515.0;0
CUST0000005713;2024-04-06 12:53:58.233039;21;Female;100986.47;bachelor;single;1;72;two_year;credit_card;Yes;0;80.93;6124.11;3;0;0;0;0;0;0;0;1;6.0;1.0;3;0;0.0;79;644.0;1
CUST0000005714;2024-05-02 12:53:58.233046;64;Female;81416.75;bachelor;single;0;72;two_year;electronic_check;Yes;1;80.0;6278.41;2;1;1;1;1;0;1;0;0;5.0;0.0;0;0;10.68;34;730.0;0
CUST0000005715;2023-03-07 12:53:58.233052;28;Male;20427.97;bachelor;single;1;9;two_year;electronic_check;Yes;0;55.26;463.95;1;1;1;0;0;0;0;1;0;7.0;1.0;2;0;10.58;31;601.0;0
CUST0000005716;2021-07-27 12:53:58.233058;24;Female;21238.39;bachelor;married;0;21;two_year;credit_card;Yes;0;68.35;1459.61;4;1;1;1;0;0;1;0;1;6.0;0.0;0;0;87.86;24;758.0;0
CUST0000005717;2024-03-21 12:53:58.233065;63;Female;30841.6;bachelor;single;2;25;two_year;bank_transfer;No;0;56.1;1352.23;3;0;0;0;0;0;0;0;0;6.0;1.0;0;0;0.0;131;692.0;0
CUST0000005718;2023-12-16 12:53:58.233071;44;Female;95822.6;bachelor;married;0;29;two_year;bank_transfer;Yes;0;39.33;1235.88;1;1;1;0;1;0;1;1;1;2.0;4.0;2;1;44.85;34;424.0;1
CUST0000005719;2025-03-29 12:53:58.233077;40;Female;61561.3;high_school;single;1;19;two_year;credit_card;Yes;0;90.29;1588.09;2;1;1;0;1;1;0;0;1;4.0;0.0;2;0;19.55;37;850.0;0
CUST0000005720;2022-02-04 12:53:58.233084;68;Female;37960.71;master;widowed;0;44;two_year;electronic_check;Yes;0;89.1;6.065.875.831.951.440;2;1;1;1;0;1;0;0;0;8.0;;0;2;21.92;23;689.0;0
CUST0000005721;2024-01-22 12:53:58.233090;55;Male;51955.4;phd;married;0;25;one_year;bank_transfer;No;0;91.54;16.892.009.868.479.000;2;1;1;1;0;0;1;1;0;5.0;2.0;5;1;50.4;5;642.0;0
CUST0000005722;2024-04-14 12:53:58.233097;38;Female;27075.33;phd;single;1;1;one_year;credit_card;Yes;0;123.71;117.93;3;1;1;1;0;0;1;1;1;4.0;0.0;0;0;8.04;94;508.0;0
CUST0000005723;2025-05-22 12:53:58.233103;42;Male;95351.83;master;single;0;1;one_year;mailed_check;Yes;1;81.12;79.42;1;0;1;0;1;1;0;0;0;9.0;0.0;2;1;32.09;4;582.0;0
CUST0000005724;2024-11-22 12:53:58.233110;61;Female;47577.24;high_school;married;1;11;one_year;credit_card;Yes;1;101.34;1067.73;2;1;1;0;0;1;1;0;1;7.0;0.0;1;0;29.66;26;606.0;1
CUST0000005725;2023-06-19 12:53:58.233116;30;Female;49944.96;college;divorced;1;2;two_year;electronic_check;Yes;0;103.89;205.03;4;1;1;1;0;1;1;0;0;5.0;1.0;1;0;27.82;17;634.0;0
CUST0000005726;2024-08-31 12:53:58.233123;66;Male;51154.29;high_school;single;1;1;two_year;electronic_check;Yes;0;128.26;116.68;3;0;1;0;1;1;1;1;1;7.0;0.0;2;0;6.05;5;736.0;0
CUST0000005727;2023-05-14 12:53:58.233129;38;Female;79766.82;bachelor;married;0;10;two_year;electronic_check;No;0;50.43;321.37;1;1;1;0;1;1;1;1;1;7.0;0.0;1;1;13.52;46;731.0;0
CUST0000005728;2024-04-18 12:53:58.233135;31;Male;104153.83;college;married;3;6;one_year;credit_card;Yes;0;85.9;515.36;1;1;1;0;1;1;0;1;0;9.0;1.0;1;1;20.36;4;554.0;1
CUST0000005729;2021-06-13 12:53:58.233142;61;Other;56933.83;high_school;divorced;2;43;two_year;mailed_check;No;0;91.87;4081.12;2;1;1;0;0;0;1;1;0;8.0;0.0;1;1;37.33;40;648.0;0
CUST0000005730;2023-03-29 12:53:58.233148;56;Female;54242.07;bachelor;divorced;1;31;one_year;bank_transfer;Yes;1;69.34;1483.82;2;1;1;1;1;1;0;1;1;8.0;1.0;0;0;31.63;2;587.0;0
CUST0000005731;2025-09-19 12:53:58.233154;18;Female;73665.45;college;divorced;1;32;one_year;electronic_check;Yes;1;99.22;3157.74;4;1;1;0;1;0;0;0;1;5.0;0.0;2;0;;72;606.0;0
CUST0000005732;2023-06-25 12:53:58.233160;43;Female;41511.94;master;married;0;30;two_year;credit_card;Yes;0;65.82;1920.85;3;1;0;0;0;0;0;1;1;8.0;;1;0;0.0;4;670.0;0
CUST0000005733;2024-03-09 12:53:58.233167;28;Other;68730.88;bachelor;single;0;25;one_year;bank_transfer;Yes;0;55.37;1426.31;1;1;1;0;0;1;0;0;1;2.0;0.0;1;0;60.43;115;817.0;0
CUST0000005734;2021-04-11 12:53:58.233173;56;Male;98850.03;college;single;0;32;one_year;mailed_check;Yes;0;86.94;2691.75;4;1;1;1;1;0;1;0;0;7.0;1.0;2;0;13.32;12;;0
CUST0000005735;2022-08-03 12:53:58.233180;70;Male;62580.54;bachelor;single;0;26;two_year;credit_card;No;0;85.3;2207.03;3;0;1;0;0;0;1;0;1;1.0;2.0;2;0;113.96;1;;0
CUST0000005736;2021-10-01 12:53:58.233186;53;Female;230640.53;master;single;0;57;one_year;mailed_check;Yes;0;98.95;4231.08;2;1;1;1;1;1;0;1;0;9.0;;2;1;28.35;64;732.0;0
CUST0000005737;2023-03-14 12:53:58.233192;33;Male;21203.73;high_school;single;1;45;one_year;electronic_check;Yes;0;104.21;4313.59;1;1;1;0;1;1;0;1;0;8.0;1.0;2;0;34.29;76;819.0;1
CUST0000005738;2025-06-20 12:53:58.233199;58;Female;61365.14;bachelor;single;0;22;two_year;mailed_check;No;0;69.5;1142.82;1;1;1;1;1;1;0;1;0;7.0;0.0;0;0;54.92;1;515.0;0
CUST0000005739;2021-05-15 12:53:58.233205;44;Female;77535.3;bachelor;married;2;27;two_year;electronic_check;Yes;0;113.63;3155.0;6;1;1;1;0;0;0;1;0;2.0;0.0;0;0;;136;685.0;0
CUST0000005740;2025-05-10 12:53:58.233212;43;Female;89984.41;high_school;married;1;26;one_year;credit_card;Yes;1;74.32;2104.12;1;1;1;1;0;0;1;1;0;8.0;0.0;1;0;55.65;1;712.0;0
CUST0000005741;2021-09-12 12:53:58.233218;37;Female;22658.43;college;single;0;9;two_year;credit_card;No;0;69.0;610.55;4;1;1;1;1;0;0;1;1;3.0;2.0;7;0;;21;604.0;0
CUST0000005742;2023-12-16 12:53:58.233225;46;Female;111649.94;high_school;married;1;17;two_year;mailed_check;Yes;0;88.86;1411.01;1;1;1;1;1;1;1;1;0;4.0;1.0;2;0;315.91;114;741.0;0
CUST0000005743;2022-11-18 12:53:58.233231;43;Male;89246.85;phd;married;0;2;one_year;credit_card;Yes;0;74.57;105.4;1;1;1;0;0;0;1;1;1;6.0;1.0;0;0;24.0;1;730.0;0
CUST0000005744;2025-08-18 12:53:58.233237;18;Male;35474.42;master;married;0;18;one_year;credit_card;No;0;77.33;986.86;1;1;1;1;1;0;1;1;1;7.0;0.0;3;0;56.39;28;674.0;0
CUST0000005745;2025-09-16 12:53:58.233244;45;Female;55760.93;high_school;married;2;15;two_year;bank_transfer;Yes;0;90.34;861.61;1;1;1;0;1;1;1;1;1;4.0;2.0;7;0;32.59;1;;0
CUST0000005746;2022-03-08 12:53:58.233250;42;Female;47018.01;bachelor;single;1;4;two_year;bank_transfer;No;0;103.91;393.59;2;1;1;0;0;0;1;1;1;9.0;0.0;1;1;100.19;207;718.0;0
CUST0000005747;2024-11-26 12:53:58.233257;50;Female;20000.0;college;divorced;0;1;two_year;bank_transfer;Yes;0;75.44;79.46;1;1;1;1;0;0;1;0;1;9.0;0.0;0;2;65.29;52;759.0;0
CUST0000005748;2021-05-30 12:53:58.233263;18;Male;69778.55;high_school;married;4;29;month_to_month;credit_card;Yes;0;98.5;2908.84;4;0;1;0;0;1;1;0;1;5.0;1.0;2;2;44.7;47;681.0;0
CUST0000005749;2021-08-18 12:53:58.233270;52;Female;50346.4;high_school;widowed;1;2;two_year;mailed_check;No;0;74.51;94.35;1;0;1;0;1;0;0;0;0;4.0;3.0;5;1;36.64;37;651.0;0
CUST0000005750;2025-01-14 12:53:58.233276;45;Male;89656.94;bachelor;married;0;32;two_year;electronic_check;Yes;1;118.79;2487.11;6;1;1;0;1;1;0;1;0;9.0;1.0;1;0;27.64;67;741.0;0
CUST0000005751;2021-11-01 12:53:58.233282;52;Male;32499.81;college;married;1;26;one_year;credit_card;Yes;1;78.84;2112.71;2;1;0;0;0;0;1;1;1;1.0;1.0;3;1;0.0;115;715.0;1
CUST0000005752;2025-08-28 12:53:58.233289;20;Female;;bachelor;divorced;0;13;two_year;bank_transfer;Yes;1;82.54;1130.26;1;1;1;0;0;0;0;0;1;3.0;0.0;2;2;31.42;57;850.0;0
CUST0000005753;2022-10-01 12:53:58.233295;26;Female;65374.65;master;divorced;2;1;one_year;credit_card;Yes;0;117.33;124.04;3;1;1;0;0;1;1;0;0;4.0;;1;0;33.32;8;633.0;0
CUST0000005754;2022-06-09 12:53:58.233301;18;Male;96089.01;bachelor;married;1;28;two_year;electronic_check;Yes;0;112.63;3102.87;2;1;1;0;0;1;1;1;1;9.0;0.0;2;0;35.65;44;669.0;0
CUST0000005755;2023-05-30 12:53:58.233308;47;Female;;high_school;married;0;24;one_year;credit_card;Yes;0;81.21;1813.27;1;1;1;0;1;0;1;1;1;6.0;2.0;1;1;86.88;16;678.0;1
CUST0000005756;2021-11-29 12:53:58.233314;39;Male;66604.31;bachelor;married;0;6;two_year;mailed_check;No;0;90.36;508.73;1;1;1;0;0;0;1;1;0;1.0;1.0;2;0;54.37;15;634.0;0
CUST0000005757;2025-12-24 12:53:58.233320;42;Male;27281.92;college;married;0;2;two_year;electronic_check;Yes;0;72.23;143.86;5;0;0;0;0;0;1;0;0;7.0;0.0;2;1;;39;605.0;0
CUST0000005758;2025-07-01 12:53:58.233327;24;Female;82572.47;bachelor;single;0;5;one_year;electronic_check;Yes;0;77.51;244.16;1;1;1;0;1;1;0;1;0;9.0;1.0;3;0;78.52;15;738.0;1
CUST0000005759;2025-02-16 12:53:58.233333;26;Male;34260.85;college;divorced;0;14;one_year;electronic_check;No;0;75.75;1113.18;3;1;1;0;1;1;0;0;1;;2.0;1;0;9.47;4;597.0;1
CUST0000005760;2025-07-21 12:53:58.233340;18;Male;44009.48;high_school;divorced;2;17;one_year;bank_transfer;Yes;0;61.02;1087.97;2;1;0;0;0;0;1;0;1;4.0;0.0;0;0;0.0;37;705.0;0
CUST0000005761;2023-04-16 12:53:58.233346;24;Female;63072.92;bachelor;widowed;1;6;one_year;mailed_check;No;0;70.35;384.61;3;1;1;0;0;0;1;1;1;1.0;0.0;1;1;99.02;82;596.0;0
CUST0000005762;2024-10-20 12:53:58.233353;35;Male;77852.55;college;single;1;18;one_year;bank_transfer;Yes;0;77.83;993.42;2;1;1;0;0;1;1;1;0;2.0;0.0;0;2;13.93;66;;0
CUST0000005763;2023-06-11 12:53:58.233359;36;Female;62759.53;master;widowed;1;56;one_year;bank_transfer;No;0;81.67;3072.98;2;1;0;0;0;0;0;1;0;8.0;0.0;7;0;0.0;20;661.0;0
CUST0000005764;2022-04-05 12:53:58.233366;43;Female;20000.0;high_school;married;1;35;one_year;mailed_check;No;0;35.5;1180.05;1;1;0;0;0;0;0;1;1;3.0;2.0;3;0;0.0;36;604.0;1
CUST0000005765;2021-11-11 12:53:58.233372;56;Female;77007.66;master;single;1;19;one_year;credit_card;Yes;0;119.24;2138.74;3;0;1;1;0;0;0;1;0;9.0;3.0;4;0;172.15;19;567.0;0
CUST0000005766;2025-08-24 12:53:58.233378;34;Female;24637.0;phd;single;2;7;one_year;credit_card;Yes;0;82.59;623.54;3;0;1;1;1;0;1;1;1;9.0;0.0;2;1;60.25;32;661.0;0
CUST0000005767;2023-12-16 12:53:58.233385;52;Female;48262.45;college;married;0;2;two_year;credit_card;No;0;74.79;144.93;4;1;0;0;0;0;0;1;1;9.0;2.0;4;0;0.0;44;616.0;0
CUST0000005768;2023-06-27 12:53:58.233391;56;Male;23523.52;phd;divorced;1;29;month_to_month;electronic_check;Yes;0;58.24;1644.63;2;0;0;0;0;0;1;0;1;5.0;1.0;2;0;0.0;7;547.0;0
CUST0000005769;2025-10-11 12:53:58.233398;62;Male;96560.39;master;married;0;8;one_year;bank_transfer;Yes;0;151.41;1318.36;4;1;1;0;1;0;1;1;1;9.0;1.0;4;0;62.7;35;819.0;0
CUST0000005770;2025-05-18 12:53:58.233404;52;Female;54773.17;master;married;0;42;two_year;electronic_check;Yes;1;102.84;3948.57;1;0;1;0;1;0;1;1;0;8.0;;0;0;16.59;44;682.0;1
CUST0000005771;2025-06-21 12:53:58.233410;46;Male;46791.68;bachelor;married;1;1;one_year;electronic_check;Yes;0;138.58;106.0;4;1;1;1;1;1;1;1;1;6.0;1.0;1;1;20.69;122;795.0;0
CUST0000005772;2024-07-01 12:53:58.233416;28;Female;42201.53;college;divorced;0;44;two_year;credit_card;No;0;118.28;5291.55;3;1;1;0;0;0;1;1;1;9.0;0.0;2;1;34.85;34;749.0;0
CUST0000005773;2022-01-16 12:53:58.233423;49;Female;56464.0;high_school;married;0;69;month_to_month;electronic_check;Yes;0;63.9;4839.56;1;1;1;1;1;0;0;0;0;8.0;1.0;2;0;27.67;147;603.0;0
CUST0000005774;2025-05-12 12:53:58.233429;39;Female;29650.42;bachelor;divorced;0;72;one_year;credit_card;Yes;0;79.18;6033.52;1;0;1;1;0;1;0;1;1;3.0;1.0;1;1;16.7;7;634.0;0
CUST0000005775;2023-10-03 12:53:58.233436;65;Female;33954.92;college;married;1;1;two_year;mailed_check;Yes;0;77.35;71.53;1;1;1;0;0;0;0;0;1;7.0;0.0;1;2;15.01;48;716.0;0
CUST0000005776;2022-05-12 12:53:58.233442;46;Male;38445.3;bachelor;single;1;42;two_year;credit_card;Yes;1;104.87;4677.74;2;1;1;0;0;1;1;1;0;9.0;0.0;0;0;15.45;35;678.0;0
CUST0000005777;2023-07-02 12:53:58.233449;42;Female;37121.12;college;married;2;5;one_year;credit_card;Yes;1;76.19;347.7;3;1;1;1;1;0;0;1;1;9.0;1.0;2;0;10.17;6;667.0;0
CUST0000005778;2025-03-23 12:53:58.233455;66;Male;;bachelor;married;1;10;one_year;electronic_check;Yes;0;74.75;742.52;1;1;1;1;1;1;1;1;1;3.0;1.0;2;1;31.02;29;584.0;0
CUST0000005779;2024-04-12 12:53:58.233461;37;Male;70120.79;bachelor;divorced;0;1;one_year;mailed_check;Yes;0;96.67;99.29;1;1;1;0;1;1;0;0;1;9.0;2.0;3;0;7.81;15;637.0;0
CUST0000005780;2023-09-09 12:53:58.233468;44;Male;105685.67;high_school;divorced;1;63;two_year;bank_transfer;Yes;0;122.45;7287.73;5;1;1;0;1;0;0;0;0;9.0;0.0;0;1;42.15;110;591.0;0
CUST0000005781;2022-06-16 12:53:58.233474;75;Male;104831.78;master;single;0;32;two_year;mailed_check;Yes;1;57.23;1388.57;2;0;1;0;1;0;1;1;0;8.0;;5;1;106.57;42;850.0;0
CUST0000005782;2025-12-26 12:53:58.233481;48;Female;76309.71;college;single;0;72;two_year;bank_transfer;Yes;0;90.38;4848.34;4;1;1;1;0;0;0;1;1;9.0;1.0;4;0;63.26;6;718.0;0
CUST0000005783;2025-11-02 12:53:58.233487;61;Female;24194.8;bachelor;married;0;45;one_year;mailed_check;No;0;127.21;5827.63;4;1;1;1;1;1;1;1;1;5.0;0.0;0;0;48.54;9;714.0;0
CUST0000005784;2022-06-29 12:53:58.233493;67;Male;82668.13;bachelor;married;2;11;two_year;bank_transfer;Yes;0;67.53;737.97;3;0;1;0;0;0;0;0;1;9.0;0.0;2;1;5.3;25;711.0;0
CUST0000005785;2022-05-04 12:53:58.233500;36;Male;52157.76;bachelor;divorced;1;66;month_to_month;electronic_check;Yes;0;92.83;6169.89;3;1;1;0;0;1;0;1;0;6.0;0.0;1;0;59.43;77;;0
CUST0000005786;2021-01-20 12:53:58.233506;58;Female;;master;married;0;2;two_year;electronic_check;No;0;53.68;115.58;1;1;0;0;0;0;0;1;1;8.0;1.0;5;0;0.0;79;810.0;0
CUST0000005787;2025-03-13 12:53:58.233513;40;Male;44259.98;bachelor;married;1;16;two_year;mailed_check;No;0;105.34;1711.09;4;1;1;0;1;1;0;1;0;9.0;0.0;1;0;94.03;1;718.0;0
CUST0000005788;2021-12-29 12:53:58.233521;75;Female;64739.86;master;married;1;9;one_year;bank_transfer;Yes;0;76.27;745.81;3;1;1;0;0;0;1;1;1;;0.0;0;2;236.72;1;645.0;0
CUST0000005789;2023-03-18 12:53:58.233528;66;Male;35770.27;high_school;single;0;4;two_year;credit_card;Yes;1;112.19;419.88;4;1;1;1;0;1;1;1;1;9.0;0.0;2;0;44.64;16;718.0;1
CUST0000005790;2022-05-15 12:53:58.233534;56;Male;69739.72;master;single;1;4;two_year;mailed_check;Yes;0;73.55;282.16;1;1;1;0;0;0;1;0;1;2.0;0.0;1;0;23.56;16;850.0;0
CUST0000005791;2023-10-18 12:53:58.233541;60;Male;34583.3;college;single;2;22;one_year;electronic_check;Yes;0;58.04;1308.61;1;0;0;0;0;0;0;1;0;6.0;3.0;2;0;0.0;37;590.0;0
CUST0000005792;2022-12-12 12:53:58.233547;34;Female;47064.68;phd;single;1;1;two_year;bank_transfer;Yes;0;79.1;56.45;1;1;1;1;1;0;0;1;0;5.0;0.0;2;0;16.28;24;543.0;0
CUST0000005793;2023-10-14 12:53:58.233553;70;Female;23417.75;college;married;4;1;two_year;credit_card;No;0;99.19;102.23;5;1;1;1;0;1;0;0;1;8.0;1.0;1;0;34.83;134;792.0;0
CUST0000005794;2025-07-03 12:53:58.233560;31;Female;20000.0;master;married;2;11;two_year;bank_transfer;Yes;0;98.02;1014.58;3;1;1;0;0;0;1;0;0;9.0;0.0;2;0;21.71;1;638.0;0
CUST0000005795;2021-03-02 12:53:58.233566;51;Female;35561.94;high_school;married;0;20;two_year;credit_card;Yes;1;125.08;2335.93;4;1;1;0;1;0;1;0;0;7.0;1.0;3;1;15.3;116;770.0;0
CUST0000005796;2021-08-28 12:53:58.233572;34;Female;27757.15;high_school;married;1;3;one_year;bank_transfer;Yes;0;52.07;144.0;2;0;0;0;0;0;0;0;0;9.0;0.0;0;0;0.0;54;616.0;0
CUST0000005797;2024-08-01 12:53:58.233579;57;Other;115175.14;high_school;married;0;9;one_year;credit_card;No;1;97.24;958.3;2;1;1;1;0;0;1;0;1;6.0;1.0;4;0;52.03;38;566.0;1
CUST0000005798;2025-07-25 12:53:58.233585;71;Female;66801.67;high_school;single;1;8;two_year;electronic_check;Yes;0;52.16;456.77;2;1;0;0;0;0;1;1;1;9.0;2.0;2;1;0.0;16;563.0;0
CUST0000005799;2021-10-04 12:53:58.233592;51;Female;34741.49;high_school;single;0;6;one_year;credit_card;Yes;0;89.69;506.31;3;1;1;1;0;1;1;1;0;8.0;0.0;0;0;22.54;44;752.0;0
CUST0000005800;2025-05-06 12:53:58.233598;49;Male;20000.0;high_school;divorced;1;6;one_year;electronic_check;Yes;0;101.58;641.12;4;1;1;0;1;0;0;0;1;9.0;0.0;1;0;42.38;185;523.0;0
CUST0000005801;2021-02-18 12:53:58.233605;43;Male;50253.77;bachelor;divorced;0;30;two_year;credit_card;Yes;0;33.33;744.86;1;0;0;0;0;0;0;0;0;9.0;0.0;0;1;0.0;28;578.0;0
CUST0000005802;2022-03-03 12:53:58.233611;46;Female;34282.75;master;single;1;8;two_year;bank_transfer;Yes;0;62.98;486.85;4;0;0;0;0;0;0;0;1;9.0;0.0;2;1;0.0;28;;0
CUST0000005803;2022-08-30 12:53:58.233617;39;Female;37064.51;college;single;3;1;two_year;bank_transfer;Yes;0;126.47;135.39;5;1;1;0;0;0;1;0;0;5.0;0.0;1;0;56.33;42;713.0;0
CUST0000005804;2024-07-20 12:53:58.233624;69;Male;44007.38;high_school;married;2;31;two_year;electronic_check;No;0;64.84;2027.13;3;1;0;0;0;0;0;0;1;5.0;1.0;1;0;0.0;16;555.0;0
CUST0000005805;2021-07-04 12:53:58.233630;56;Male;44127.06;college;single;0;16;one_year;electronic_check;Yes;0;90.73;1542.72;1;1;1;0;0;1;1;1;0;9.0;1.0;2;0;49.9;84;835.0;0
CUST0000005806;2024-11-22 12:53:58.233637;39;Female;20000.0;high_school;single;1;68;two_year;credit_card;Yes;0;99.63;7181.68;3;1;1;1;0;1;1;1;1;7.0;1.0;2;0;135.69;81;687.0;0
CUST0000005807;2023-11-10 12:53:58.233643;45;Female;22143.52;college;married;1;9;one_year;mailed_check;Yes;0;37.77;317.75;2;0;0;0;0;0;0;1;0;9.0;0.0;1;0;0.0;45;574.0;0
CUST0000005808;2022-03-10 12:53:58.233649;88;Male;25165.85;college;married;3;45;two_year;credit_card;Yes;0;103.88;4334.0;2;1;1;0;1;1;0;1;1;9.0;1.0;2;1;22.43;34;667.0;0
CUST0000005809;2022-11-01 12:53:58.233656;49;Female;40375.32;college;married;0;47;two_year;bank_transfer;Yes;0;90.11;4596.81;3;1;1;0;1;0;0;1;1;4.0;1.0;2;0;22.51;36;530.0;0
CUST0000005810;2025-12-18 12:53:58.233662;66;Male;21590.8;college;widowed;0;1;one_year;credit_card;Yes;0;87.83;59.86;3;1;1;0;1;0;1;1;1;4.0;1.0;2;1;44.85;24;700.0;0
CUST0000005811;2024-03-15 12:53:58.233669;36;Female;65284.01;college;single;0;28;two_year;credit_card;Yes;1;73.45;2026.88;2;1;1;0;1;0;0;0;0;8.0;2.0;3;1;43.69;87;613.0;0
CUST0000005812;2023-01-11 12:53:58.233675;52;Female;23790.57;high_school;single;0;26;one_year;credit_card;Yes;0;42.91;1040.17;1;1;0;0;0;0;0;1;0;1.0;0.0;1;0;0.0;7;611.0;0
CUST0000005813;2024-04-20 12:53:58.233682;35;Female;21328.54;master;married;0;7;one_year;bank_transfer;Yes;0;46.74;349.66;1;1;0;0;0;0;1;1;1;5.0;1.0;2;1;0.0;56;539.0;0
CUST0000005814;2022-12-22 12:53:58.233691;36;Male;50119.99;college;single;1;1;one_year;credit_card;No;1;105.13;112.55;3;0;1;1;0;0;0;0;0;9.0;1.0;1;0;17.59;24;677.0;0
CUST0000005815;2024-08-25 12:53:58.233696;56;Male;50585.81;bachelor;single;2;9;one_year;electronic_check;Yes;0;98.68;956.09;4;1;1;1;0;0;1;1;1;7.0;1.0;3;0;29.11;1;771.0;0
CUST0000005816;2021-08-04 12:53:58.233702;31;Female;100187.37;college;married;1;8;one_year;electronic_check;Yes;0;80.08;486.37;2;1;1;0;1;0;0;1;1;8.0;0.0;1;0;60.16;39;642.0;0
CUST0000005817;2025-02-10 12:53:58.233707;27;Male;73228.97;high_school;widowed;2;17;one_year;credit_card;Yes;0;81.71;1409.05;3;1;1;0;1;0;0;1;0;5.0;3.0;6;1;20.32;17;777.0;0
CUST0000005818;2024-11-13 12:53:58.233713;55;Female;27479.09;bachelor;married;0;40;one_year;mailed_check;Yes;0;72.37;2889.43;1;1;1;0;0;0;0;0;1;1.0;0.0;2;1;64.8;30;702.0;0
CUST0000005819;2024-08-31 12:53:58.233719;37;Female;69369.46;high_school;married;1;1;one_year;credit_card;No;0;110.97;74.01;3;1;1;0;1;0;1;0;0;9.0;1.0;1;0;16.96;1;570.0;0
CUST0000005820;2022-03-26 12:53:58.233724;40;Male;201671.88;master;single;0;44;two_year;credit_card;Yes;0;79.94;3685.23;2;1;1;1;1;0;0;1;1;1.0;0.0;1;1;46.06;11;850.0;0
CUST0000005821;2023-06-10 12:53:58.233730;18;Male;20000.0;college;single;0;14;one_year;bank_transfer;No;0;84.86;1167.4;6;1;0;0;0;0;0;1;1;7.0;1.0;7;0;0.0;43;735.0;0
CUST0000005822;2024-04-22 12:53:58.233735;25;Female;36656.64;high_school;divorced;2;40;one_year;credit_card;Yes;0;114.39;3114.3;1;0;1;0;1;0;1;0;1;8.0;0.0;0;0;14.82;12;657.0;0
CUST0000005823;2021-03-10 12:53:58.233741;48;Female;20000.0;bachelor;single;0;20;one_year;bank_transfer;Yes;1;65.41;1348.69;1;1;1;0;0;0;1;1;0;3.0;0.0;3;1;57.71;48;705.0;1
CUST0000005824;2022-09-07 12:53:58.233746;41;Male;107479.15;high_school;married;0;4;one_year;electronic_check;Yes;1;72.31;273.01;4;1;1;1;0;0;1;0;0;5.0;0.0;1;0;14.98;209;685.0;0
