customer_id,age,gender,annual_income,education,marital_status,dependents,tenure,contract,payment_method,paperless_billing,senior_citizen,monthlycharges,totalcharges,num_services,has_phone_service,has_internet_service,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,customer_satisfaction,num_complaints,num_service_calls,late_payments,avg_monthly_gb,days_since_last_interaction,credit_score,churn
CUST0000027693,59,Male,21558.84,college,single,1,11,one_year,electronic_check,0,0,68.69,733.62,1,1,1,1,1,0,1,0,1,6.0,0.0,0,1,9.3,98,806.0,0
CUST0000027694,40,Female,28733.76,phd,married,2,6,two_year,bank_transfer,1,0,54.89,330.94,1,1,0,0,0,0,1,1,1,5.0,1.0,1,0,0.0,106,591.0,0
CUST0000027695,27,Male,20000.0,bachelor,married,0,19,two_year,bank_transfer,1,0,100.78,1809.79,5,1,0,0,0,0,0,1,0,6.0,0.0,2,0,0.0,28,609.0,1
CUST0000027696,67,Male,34775.44,master,single,1,16,one_year,mailed_check,1,0,111.31,1189.2,2,1,1,0,1,1,1,0,1,9.0,0.0,1,0,33.0,5,700.0,0
CUST0000027697,42,Female,21165.87,high_school,divorced,1,33,two_year,credit_card,0,0,111.81,3417.54,4,1,1,1,0,0,1,1,1,5.0,0.0,1,0,13.59,12,650.0,0
CUST0000027698,39,Male,37832.97,bachelor,widowed,0,40,one_year,credit_card,1,0,87.5,3372.9,1,0,1,0,1,0,0,1,0,5.0,2.0,4,0,6.0,22,632.0,0
CUST0000027699,51,Male,49367.93,high_school,single,0,72,one_year,credit_card,1,0,101.81,5627.52,2,1,1,0,0,1,0,0,1,5.0,1.0,3,0,43.59,27,584.0,0
CUST0000027700,86,Male,40082.56,college,married,1,12,two_year,electronic_check,1,0,65.64,759.12,3,1,1,0,1,0,1,1,0,7.0,0.0,0,0,180.07,4,634.0,0
CUST0000027701,52,Female,25056.42,college,single,3,6,one_year,electronic_check,1,0,68.36,412.91,2,1,1,0,0,1,0,1,0,3.0,0.0,1,0,26.18,84,580.0,0
CUST0000027702,47,Female,47081.66,high_school,married,0,2,one_year,electronic_check,1,0,85.31,177.11,3,1,1,0,0,0,1,1,1,8.0,0.0,1,1,26.39,88,735.0,0
CUST0000027703,46,Female,22502.27,master,married,1,66,one_year,electronic_check,1,0,97.84,6476.99,5,1,1,0,1,1,0,1,1,5.0,0.0,1,0,13.56,194,738.0,1
CUST0000027704,69,Male,40072.3,bachelor,married,0,13,two_year,credit_card,1,0,71.89,682.21,1,1,1,1,0,0,0,0,0,3.0,1.0,0,1,39.54,15,706.0,0
CUST0000027705,52,Female,66379.5,master,single,1,3,one_year,bank_transfer,1,0,104.57,284.25,2,1,1,0,0,0,1,0,1,7.0,1.0,1,0,30.92,28,688.0,0
CUST0000027706,57,Female,44763.64,high_school,married,0,72,one_year,electronic_check,1,0,74.83,5596.58,4,0,1,0,1,0,0,1,1,4.0,0.0,1,0,44.69,66,730.0,0
CUST0000027707,49,Female,61483.47,master,divorced,0,32,two_year,credit_card,1,0,73.05,2525.07,6,0,1,1,0,1,0,0,1,9.0,0.0,2,1,11.92,75,717.0,0
CUST0000027708,53,Male,115897.25,college,married,1,27,two_year,bank_transfer,1,1,91.2,1595.8,3,1,1,1,1,0,0,1,1,9.0,0.0,5,0,10.65,36,698.0,0
CUST0000027709,40,Female,41068.32,high_school,single,1,12,two_year,bank_transfer,0,0,64.79,804.67,4,1,1,0,1,1,0,1,1,6.0,2.0,4,2,123.31,18,477.0,0
CUST0000027710,47,Male,49783.83,college,widowed,1,3,two_year,electronic_check,1,0,88.66,247.08,2,0,1,1,0,0,0,1,0,1.0,0.0,3,0,11.22,2,754.0,1
CUST0000027711,34,Female,101162.02,college,married,0,10,one_year,credit_card,1,0,97.22,889.74,2,1,1,1,0,0,0,0,1,7.0,0.0,3,0,55.57,19,850.0,0
CUST0000027712,37,Female,33551.86,high_school,married,0,15,two_year,electronic_check,1,0,84.36,1197.21,4,1,1,1,0,1,1,0,0,9.0,1.0,2,0,90.67,27,724.0,0
CUST0000027713,52,Female,48790.09,bachelor,married,1,8,one_year,credit_card,1,0,66.2,512.18,2,1,1,0,1,0,0,1,0,8.0,1.0,0,1,140.57,85,745.0,0
CUST0000027714,34,Female,35944.94,college,married,3,72,one_year,bank_transfer,0,1,106.01,7785.35,5,1,1,0,1,1,0,1,0,5.0,1.0,0,0,30.05,61,739.0,0
CUST0000027715,46,Male,23109.1,bachelor,single,1,1,one_year,bank_transfer,1,0,83.92,90.29,2,1,1,1,1,0,0,1,0,3.0,0.0,1,1,41.62,3,642.0,1
CUST0000027716,39,Male,20000.0,bachelor,married,1,1,one_year,credit_card,1,0,131.21,141.33,5,1,1,1,1,1,0,1,0,4.0,2.0,2,0,32.77,12,638.0,0
CUST0000027717,28,Male,150745.42,bachelor,divorced,1,3,one_year,mailed_check,1,1,72.15,205.94,3,1,0,0,0,0,0,0,1,3.0,2.0,4,0,0.0,9,750.0,1
CUST0000027718,48,Male,40138.18,high_school,married,0,28,one_year,electronic_check,0,0,139.91,3962.79,6,1,1,0,0,0,1,0,0,2.0,0.0,0,1,11.97,89,679.0,0
CUST0000027719,56,Male,20000.0,bachelor,single,0,11,one_year,mailed_check,1,0,68.3,782.36,1,1,1,1,1,1,0,0,1,4.0,0.0,0,1,11.01,104,660.0,0
CUST0000027720,25,Male,52074.14,bachelor,single,0,31,two_year,bank_transfer,0,0,81.77,2369.57,2,1,1,0,0,1,1,0,1,8.0,0.0,1,0,102.5,1,682.0,0
CUST0000027721,54,Male,62431.31,bachelor,married,0,1,one_year,electronic_check,1,0,100.81,100.55,5,1,1,0,1,0,0,1,0,9.0,1.0,2,0,15.96,66,787.0,0
CUST0000027722,28,Female,117547.66,bachelor,married,3,36,one_year,bank_transfer,1,0,79.58,3118.26,1,1,1,0,0,0,1,1,0,9.0,1.0,1,1,117.63,8,735.0,0
CUST0000027723,65,Female,20000.0,master,married,0,33,two_year,mailed_check,1,0,99.7,2395.72,2,1,1,1,0,0,0,0,1,7.0,0.0,1,0,47.29,131,765.0,1
CUST0000027724,53,Female,90396.36,college,married,0,6,one_year,credit_card,1,0,106.13,615.19,3,1,1,1,1,0,0,0,0,6.0,1.0,1,1,25.1,14,680.0,1
CUST0000027725,25,Male,43610.74,bachelor,married,0,25,one_year,credit_card,1,1,92.45,1596.16,1,1,1,1,1,0,0,1,1,5.0,1.0,2,0,31.5,31,583.0,0
CUST0000027726,57,Male,29476.62,master,married,0,54,one_year,mailed_check,1,0,120.72,4998.24,6,1,1,0,0,0,0,1,0,3.0,3.0,5,0,57.71,26,797.0,0
CUST0000027727,35,Female,63139.31,phd,married,0,3,two_year,credit_card,1,0,64.86,176.46,2,0,1,1,0,1,1,0,0,3.0,0.0,1,1,163.67,7,788.0,0
CUST0000027728,30,Female,63029.25,college,divorced,1,17,two_year,electronic_check,1,0,63.62,1142.55,2,0,1,0,1,0,0,1,1,2.0,0.0,1,0,47.49,60,555.0,0
CUST0000027729,55,Male,51715.33,college,married,0,40,one_year,bank_transfer,0,0,102.87,4505.22,2,1,1,0,0,0,0,1,0,7.0,0.0,0,0,39.85,52,738.0,0
CUST0000027730,63,Male,66940.57,bachelor,married,1,55,one_year,bank_transfer,1,0,47.12,2610.35,4,1,1,1,0,0,0,0,1,8.0,0.0,1,1,32.15,62,542.0,0
CUST0000027731,52,Female,37740.29,college,married,1,27,one_year,credit_card,1,0,57.98,1614.3,4,1,0,0,0,0,0,0,0,8.0,0.0,3,0,0.0,16,775.0,0
CUST0000027732,39,Female,37867.87,high_school,married,0,44,two_year,mailed_check,0,0,99.15,3121.81,3,0,1,0,0,1,0,0,0,7.0,1.0,3,1,8.35,7,801.0,1
CUST0000027733,47,Male,54729.09,bachelor,single,1,72,one_year,electronic_check,1,1,71.11,5012.51,3,1,1,1,1,1,0,1,1,3.0,0.0,1,1,30.74,12,716.0,0
CUST0000027734,36,Male,56572.78,college,married,2,52,one_year,bank_transfer,1,0,68.41,3302.37,2,1,0,0,0,0,1,0,0,8.0,1.0,3,1,0.0,30,686.0,0
CUST0000027735,42,Female,59144.5,master,single,2,16,one_year,mailed_check,0,0,113.39,1776.42,5,1,1,0,1,0,0,0,1,6.0,0.0,2,0,111.46,134,474.0,0
CUST0000027736,51,Male,26077.56,high_school,married,0,34,two_year,credit_card,1,0,67.89,2463.09,4,1,1,0,0,1,1,1,0,6.0,1.0,0,1,22.14,7,699.0,0
CUST0000027737,23,Male,43457.06,college,divorced,1,57,two_year,electronic_check,1,0,134.16,7876.62,4,1,1,0,1,0,0,1,0,8.0,0.0,0,0,17.11,73,671.0,0
CUST0000027738,51,Female,44037.02,high_school,divorced,0,17,one_year,credit_card,1,0,75.93,1239.73,2,0,1,0,0,1,1,0,1,9.0,1.0,4,0,20.53,13,578.0,1
CUST0000027739,23,Female,74518.81,master,married,1,29,one_year,credit_card,1,0,76.22,2420.86,2,1,1,0,1,1,0,0,0,4.0,0.0,0,1,20.75,14,785.0,0
CUST0000027740,25,Female,104179.96,master,married,0,39,two_year,credit_card,1,1,116.26,4614.66,3,0,1,0,1,1,1,1,0,5.0,1.0,0,0,62.96,3,638.0,0
CUST0000027741,54,Male,106745.74,master,single,0,54,one_year,credit_card,0,0,107.78,5355.45,1,1,1,1,0,1,0,1,0,9.0,0.0,3,0,21.44,129,623.0,0
CUST0000027742,32,Female,80041.58,college,single,2,1,one_year,bank_transfer,1,0,44.13,42.08,2,0,0,0,0,0,1,0,0,5.0,1.0,0,0,0.0,44,680.0,0
CUST0000027743,30,Female,56939.38,college,single,1,27,two_year,mailed_check,1,0,87.51,1535.5,3,1,1,0,0,0,0,0,1,4.0,1.0,1,0,21.44,18,694.0,0
CUST0000027744,40,Female,20000.0,high_school,single,1,47,one_year,bank_transfer,1,0,62.79,2947.1,2,1,0,0,0,0,1,0,0,9.0,2.0,5,0,0.0,260,732.0,0
CUST0000027745,36,Male,30725.8,high_school,divorced,0,72,one_year,electronic_check,0,0,111.58,8626.63,5,1,1,1,1,1,0,1,0,7.0,0.0,0,0,40.99,19,729.0,0
CUST0000027746,48,Male,32504.21,bachelor,single,2,72,one_year,bank_transfer,1,1,129.07,9688.97,3,1,1,1,0,1,1,1,1,5.0,1.0,2,0,6.17,18,731.0,0
CUST0000027747,47,Male,57353.11,college,divorced,0,1,one_year,electronic_check,1,0,107.16,109.2,2,1,1,0,1,1,0,0,0,8.0,0.0,1,0,48.64,33,632.0,0
CUST0000027748,30,Male,42209.14,bachelor,single,1,6,two_year,bank_transfer,1,1,90.48,565.8,1,0,1,0,1,1,1,1,0,2.0,2.0,2,0,21.53,200,646.0,0
CUST0000027749,19,Female,79417.53,bachelor,widowed,0,59,two_year,bank_transfer,1,0,51.2,3255.43,3,0,0,0,0,0,0,1,1,7.0,1.0,0,0,0.0,1,761.0,0
CUST0000027750,41,Female,20000.0,master,single,0,20,one_year,credit_card,1,0,107.41,2015.79,1,1,1,1,1,0,1,0,1,8.0,2.0,2,0,27.67,64,690.0,0
CUST0000027751,61,Female,30945.4,bachelor,married,1,20,one_year,bank_transfer,1,0,126.67,2288.76,4,1,1,0,0,1,0,0,1,9.0,0.0,1,0,46.05,23,745.0,0
CUST0000027752,44,Male,29363.93,bachelor,divorced,1,43,one_year,credit_card,1,0,100.87,4189.5,5,1,1,0,1,0,1,0,0,4.0,0.0,1,0,81.7,28,676.0,0
CUST0000027753,39,Female,24720.63,high_school,married,2,13,one_year,bank_transfer,1,1,53.9,739.54,1,1,1,0,1,1,1,1,1,7.0,0.0,0,0,11.66,19,778.0,0
CUST0000027754,70,Male,77565.34,high_school,married,0,10,two_year,credit_card,1,1,76.07,535.85,2,1,1,1,1,0,1,1,0,4.0,0.0,2,1,26.89,60,721.0,0
CUST0000027755,56,Female,115442.62,high_school,single,1,5,two_year,bank_transfer,1,0,107.31,509.61,5,1,1,0,1,1,1,1,0,7.0,1.0,4,1,36.85,48,697.0,0
CUST0000027756,19,Male,59311.0,phd,single,0,10,two_year,bank_transfer,1,0,56.39,545.29,1,1,1,1,0,0,0,1,1,4.0,0.0,2,2,64.29,55,850.0,0
CUST0000027757,40,Male,34289.43,high_school,single,2,3,two_year,mailed_check,0,0,98.66,288.95,3,0,1,1,1,0,0,1,0,7.0,1.0,3,0,30.87,43,760.0,1
CUST0000027758,48,Female,54643.88,high_school,single,1,59,one_year,electronic_check,0,0,109.74,4697.42,3,1,1,0,0,0,1,0,1,5.0,1.0,0,1,14.44,21,829.0,1
CUST0000027759,28,Male,54187.87,college,single,1,30,two_year,electronic_check,0,1,86.5,2435.37,2,1,1,0,1,0,1,1,1,7.0,2.0,3,0,73.28,3,687.0,0
CUST0000027760,40,Male,35292.95,high_school,single,0,55,two_year,credit_card,1,0,31.4,1573.05,1,0,0,0,0,0,0,1,1,9.0,1.0,2,0,0.0,3,625.0,0
CUST0000027761,45,Female,48790.09,bachelor,single,1,45,two_year,credit_card,0,1,90.55,4299.75,1,1,1,1,1,0,1,1,1,5.0,2.0,3,1,11.28,16,800.0,0
CUST0000027762,41,Female,133261.42,master,divorced,0,8,two_year,bank_transfer,1,0,67.5,529.56,1,1,1,1,1,0,0,1,0,4.0,0.0,1,1,55.19,61,544.0,0
CUST0000027763,26,Male,53744.96,college,single,1,17,month_to_month,credit_card,1,0,92.53,1590.08,2,1,1,1,0,0,1,1,1,8.0,2.0,4,1,14.76,1,656.0,0
CUST0000027764,67,Male,69011.38,bachelor,married,1,12,two_year,bank_transfer,1,0,91.71,1018.96,2,1,1,0,0,0,1,0,1,8.0,4.0,6,0,105.7,8,645.0,0
CUST0000027765,49,Male,70236.98,bachelor,married,1,44,one_year,credit_card,1,0,58.25,2628.34,2,1,1,0,0,0,1,0,0,6.0,0.0,1,2,30.75,12,668.0,1
CUST0000027766,32,Male,48790.09,bachelor,single,0,5,two_year,bank_transfer,0,0,101.81,532.28,5,1,1,1,1,0,1,0,0,7.0,4.0,3,1,40.71,5,698.0,0
CUST0000027767,58,Male,67821.19,college,widowed,1,29,two_year,credit_card,1,0,99.29,1861.0,3,1,1,1,0,0,0,1,0,2.0,2.0,2,0,56.55,6,680.0,0
CUST0000027768,43,Male,81826.1,bachelor,single,0,50,two_year,credit_card,1,1,70.39,3769.18,1,0,1,1,1,1,1,1,0,5.0,1.0,1,0,39.37,18,740.0,0
CUST0000027769,59,Female,88074.71,high_school,married,3,20,one_year,electronic_check,1,1,104.91,1945.58,4,1,1,0,0,1,0,0,1,8.0,0.0,0,0,24.4,56,807.0,0
CUST0000027770,43,Male,71068.48,master,single,0,44,one_year,electronic_check,1,0,39.63,1799.03,2,1,0,0,0,0,0,0,1,6.0,0.0,0,1,0.0,9,592.0,1
CUST0000027771,22,Male,20000.0,college,single,0,29,one_year,electronic_check,1,0,93.15,2717.62,3,1,1,0,0,1,1,1,1,8.0,0.0,0,1,129.66,127,633.0,1
CUST0000027772,28,Male,45495.35,high_school,married,2,7,one_year,credit_card,1,1,103.06,686.88,5,0,1,0,1,0,0,0,0,8.0,1.0,3,0,16.46,163,671.0,0
CUST0000027773,62,Male,43684.69,college,divorced,1,16,two_year,bank_transfer,1,0,69.0,798.39,3,1,1,0,0,0,1,1,1,1.0,0.0,1,0,24.3,54,639.0,0
CUST0000027774,60,Female,23823.54,bachelor,married,0,23,one_year,bank_transfer,0,1,103.59,2157.0,2,0,1,1,1,1,0,1,1,9.0,1.0,1,0,73.04,54,528.0,0
CUST0000027775,25,Female,69624.19,high_school,married,1,72,one_year,bank_transfer,0,0,55.73,3652.82,1,1,1,0,1,0,0,1,1,2.0,0.0,3,1,119.88,77,630.0,0
CUST0000027776,65,Male,40318.05,bachelor,married,2,18,two_year,bank_transfer,0,0,59.83,1126.63,3,1,1,0,0,0,0,1,1,8.0,1.0,1,0,11.13,49,688.0,0
CUST0000027777,60,Male,29686.31,master,married,1,13,one_year,bank_transfer,0,0,89.9,1163.3,3,1,1,1,1,0,1,1,0,8.0,0.0,0,1,71.27,16,636.0,1
CUST0000027778,35,Other,48861.45,master,divorced,0,35,one_year,bank_transfer,0,0,94.27,2998.68,2,1,1,0,0,0,0,1,1,7.0,1.0,2,0,45.01,28,589.0,1
CUST0000027779,43,Female,34559.45,college,married,0,1,one_year,credit_card,1,0,94.73,99.83,4,1,1,0,1,0,1,0,0,7.0,0.0,3,1,28.73,62,608.0,0
CUST0000027780,18,Male,20000.0,college,widowed,1,72,two_year,bank_transfer,1,0,79.96,5732.18,1,1,1,1,1,1,1,0,0,8.0,0.0,1,0,72.37,42,676.0,0
CUST0000027781,34,Female,48790.09,college,married,1,2,two_year,mailed_check,0,0,67.7,134.05,5,1,1,1,1,0,1,0,0,6.0,0.0,3,0,84.75,6,745.0,0
CUST0000027782,41,Female,75858.07,master,divorced,1,9,two_year,bank_transfer,1,0,74.87,725.9,1,0,1,1,0,1,0,0,1,5.0,0.0,1,0,15.73,24,699.0,0
CUST0000027783,49,Male,33482.46,phd,single,2,23,two_year,credit_card,1,0,96.9,2247.0,5,0,1,0,0,0,1,1,0,9.0,0.0,0,0,66.16,47,698.0,0
CUST0000027784,43,Male,39338.17,high_school,single,0,25,one_year,credit_card,0,0,105.76,2554.18,1,1,1,0,1,0,0,1,1,9.0,0.0,0,1,123.86,30,680.0,1
CUST0000027785,47,Female,100818.72,bachelor,divorced,0,23,one_year,electronic_check,0,0,74.1,1553.51,4,0,1,1,0,1,1,1,1,9.0,0.0,0,0,117.69,41,734.0,0
CUST0000027786,30,Female,108576.7,master,married,3,8,two_year,credit_card,1,1,92.43,706.16,1,1,1,1,1,0,0,0,0,6.0,0.0,1,0,43.47,110,577.0,0
CUST0000027787,49,Male,44218.44,bachelor,divorced,1,3,one_year,mailed_check,0,0,70.42,205.48,3,1,1,0,0,0,0,0,1,1.0,1.0,1,1,30.95,117,810.0,0
CUST0000027788,70,Male,60445.41,high_school,widowed,2,72,two_year,electronic_check,0,0,88.26,6607.26,3,1,1,1,1,1,0,0,0,8.0,1.0,6,0,16.32,4,532.0,1
CUST0000027789,51,Female,21227.87,high_school,married,0,64,one_year,credit_card,0,0,102.55,6367.5,1,1,1,1,0,0,1,1,0,2.0,0.0,2,1,9.46,74,678.0,0
CUST0000027790,45,Female,24426.3,college,single,0,11,two_year,credit_card,1,0,96.02,956.36,4,1,1,0,1,0,0,1,1,8.0,1.0,3,0,12.35,43,613.0,0
CUST0000027791,33,Female,56166.55,bachelor,married,0,29,one_year,credit_card,1,0,94.25,2828.37,4,1,1,1,0,0,1,0,1,6.0,0.0,3,0,13.71,13,567.0,0
CUST0000027792,39,Female,40163.36,bachelor,single,0,3,one_year,electronic_check,1,0,99.15,290.43,1,1,1,0,0,1,1,1,1,5.0,2.0,4,1,76.37,39,680.0,0
CUST0000027793,25,Female,29713.62,college,single,0,72,two_year,bank_transfer,1,0,93.91,7120.94,2,1,1,0,0,1,1,0,0,8.0,0.0,1,0,15.55,53,771.0,0
CUST0000027794,23,Female,48790.09,high_school,married,0,23,one_year,credit_card,1,0,98.54,2396.73,1,1,1,0,0,0,1,1,1,8.0,1.0,1,0,16.15,4,597.0,0
CUST0000027795,43,Male,106981.81,high_school,divorced,2,14,two_year,bank_transfer,1,0,42.72,630.04,3,1,0,0,0,0,0,1,1,3.0,1.0,3,0,0.0,1,703.0,0
CUST0000027796,53,Male,36677.54,high_school,single,1,34,one_year,mailed_check,1,0,79.04,2540.84,2,1,1,1,1,0,1,1,0,7.0,1.0,2,0,12.12,74,578.0,0
CUST0000027797,32,Male,53211.5,bachelor,single,1,3,two_year,mailed_check,0,0,49.64,151.61,2,1,0,0,0,0,0,1,1,8.0,1.0,1,0,0.0,62,680.0,0
CUST0000027798,62,Male,61681.7,college,married,2,45,one_year,credit_card,0,0,63.42,3072.27,1,1,1,0,0,1,0,1,1,6.0,0.0,2,0,39.73,83,741.0,0
CUST0000027799,36,Male,204082.55,phd,married,0,1,one_year,mailed_check,0,0,93.11,59.81,6,1,0,0,0,0,0,1,0,4.0,0.0,3,0,0.0,16,850.0,0
CUST0000027800,43,Male,114110.99,master,married,2,3,one_year,credit_card,1,0,111.4,323.52,3,1,1,0,0,0,1,1,0,6.0,1.0,0,0,47.47,101,631.0,0
CUST0000027801,59,Male,48790.09,phd,single,0,21,one_year,credit_card,0,0,75.55,1705.12,1,1,1,0,0,0,0,1,0,7.0,0.0,2,0,108.45,37,616.0,1
CUST0000027802,40,Male,48360.84,high_school,widowed,0,3,two_year,mailed_check,1,1,29.43,64.99,1,1,0,0,0,0,1,1,0,7.0,2.0,2,0,27.67,42,680.0,0
CUST0000027803,54,Female,27186.1,college,married,0,4,two_year,mailed_check,1,0,75.93,321.53,3,0,0,0,0,0,0,1,0,6.0,0.0,1,2,0.0,113,465.0,0
CUST0000027804,53,Female,73989.42,college,single,0,1,one_year,electronic_check,1,1,86.55,78.65,4,1,1,1,0,0,0,1,0,7.0,2.0,1,0,12.54,14,667.0,0
CUST0000027805,34,Female,152958.27,bachelor,married,0,72,one_year,electronic_check,1,0,90.27,6418.66,4,1,0,0,0,0,0,1,1,9.0,2.0,2,0,0.0,15,754.0,0
CUST0000027806,35,Female,34641.7,college,married,1,25,two_year,electronic_check,1,0,87.64,1527.51,4,1,1,1,0,1,1,1,0,3.0,2.0,3,1,35.58,3,727.0,0
CUST0000027807,63,Female,20000.0,master,divorced,0,11,one_year,electronic_check,1,0,74.64,795.2,2,1,0,0,0,0,0,0,1,7.0,1.0,0,0,0.0,136,532.0,0
CUST0000027808,64,Female,67381.72,master,married,1,12,two_year,mailed_check,1,0,77.38,594.99,2,1,1,0,0,1,1,1,1,9.0,2.0,3,0,40.32,5,623.0,0
CUST0000027809,54,Female,28272.56,master,divorced,3,30,one_year,electronic_check,1,0,75.76,2426.19,2,1,1,0,1,0,0,0,1,3.0,0.0,2,0,27.67,56,637.0,0
CUST0000027810,31,Male,42608.92,college,divorced,0,11,two_year,credit_card,1,1,38.7,1256.74,4,1,0,0,0,0,0,0,1,7.0,2.0,3,1,0.0,10,679.0,0
CUST0000027811,58,Male,63466.38,college,single,2,3,two_year,electronic_check,1,0,105.19,289.63,3,1,1,0,1,0,1,0,1,2.0,0.0,4,1,91.16,12,650.0,0
CUST0000027812,40,Female,61012.82,master,single,1,16,one_year,bank_transfer,1,0,110.88,1936.24,3,0,1,0,1,0,0,1,1,5.0,4.0,1,2,59.97,56,731.0,1
CUST0000027813,25,Female,50304.29,master,married,0,5,one_year,bank_transfer,1,0,110.49,512.25,3,1,1,0,1,1,0,1,1,8.0,1.0,1,1,27.67,6,618.0,0
CUST0000027814,35,Female,49069.75,high_school,married,2,5,one_year,credit_card,0,1,96.34,347.53,4,1,1,0,0,1,0,1,0,9.0,1.0,1,0,9.93,10,791.0,0
CUST0000027815,41,Male,57407.78,bachelor,single,0,5,two_year,credit_card,0,0,61.79,231.03,2,0,1,0,0,0,1,0,0,6.0,0.0,0,1,27.67,4,650.0,1
CUST0000027816,61,Male,48790.09,bachelor,married,1,22,two_year,electronic_check,1,0,73.84,1091.41,2,0,1,1,1,0,0,0,0,4.0,1.0,1,2,65.46,6,654.0,0
CUST0000027817,32,Male,43740.62,college,widowed,1,18,two_year,bank_transfer,0,1,72.36,1189.93,1,1,1,0,0,0,1,0,0,4.0,0.0,2,0,137.54,34,769.0,0
CUST0000027818,30,Female,94328.61,bachelor,single,1,13,one_year,bank_transfer,1,0,73.52,1023.68,1,1,1,0,0,1,1,0,1,7.0,1.0,3,0,22.06,139,632.0,0
CUST0000027819,37,Male,22251.86,college,married,1,12,one_year,credit_card,0,0,90.95,1034.53,1,0,1,1,0,0,0,1,1,6.0,2.0,2,1,26.73,6,850.0,1
CUST0000027820,43,Male,51645.2,college,married,2,29,one_year,credit_card,1,0,125.35,3733.94,6,1,1,1,1,0,1,0,1,9.0,1.0,1,0,22.83,19,660.0,0
CUST0000027821,55,Female,20000.0,bachelor,married,0,34,two_year,bank_transfer,1,0,82.72,3062.51,1,1,1,0,1,0,1,1,0,8.0,1.0,3,0,63.68,11,647.0,0
CUST0000027822,53,Male,38798.15,bachelor,divorced,1,6,one_year,mailed_check,0,1,80.44,459.26,3,1,1,1,1,1,0,0,0,5.0,0.0,1,0,42.83,10,619.0,0
CUST0000027823,18,Male,28190.67,bachelor,divorced,1,5,two_year,mailed_check,1,0,91.01,460.32,4,0,1,1,1,0,0,1,1,9.0,1.0,2,1,31.01,63,541.0,0
CUST0000027824,39,Male,51384.66,college,single,0,26,one_year,electronic_check,0,1,105.54,2564.31,4,1,1,0,0,1,0,1,0,1.0,1.0,1,0,112.48,110,651.0,1
CUST0000027825,46,Female,39356.28,bachelor,single,0,37,one_year,bank_transfer,0,1,103.89,3766.0,2,1,1,0,0,0,1,1,1,8.0,0.0,0,0,27.67,77,504.0,0
CUST0000027826,31,Male,250000.0,bachelor,married,0,12,one_year,mailed_check,1,1,78.11,606.66,4,1,1,1,1,1,1,1,1,8.0,3.0,3,0,27.67,45,748.0,0
CUST0000027827,33,Female,66358.69,master,single,0,6,one_year,credit_card,1,0,76.18,477.92,1,0,1,0,1,0,1,0,1,9.0,0.0,2,0,27.67,59,637.0,0
CUST0000027828,54,Male,44827.91,college,married,0,34,one_year,credit_card,0,0,136.38,4551.54,4,1,1,1,0,0,0,1,0,7.0,0.0,2,2,86.07,43,730.0,0
CUST0000027829,55,Male,74801.28,college,divorced,1,19,two_year,credit_card,1,0,104.5,1810.47,2,1,1,0,0,0,1,0,1,2.0,1.0,6,0,76.89,51,612.0,0
CUST0000027830,42,Male,88610.36,high_school,single,0,6,one_year,electronic_check,1,0,99.43,551.96,1,1,1,0,1,0,0,1,0,8.0,0.0,0,0,20.88,38,770.0,0
CUST0000027831,51,Male,61108.31,college,married,1,55,two_year,credit_card,1,0,72.03,2923.66,3,1,0,0,0,0,0,1,1,4.0,0.0,2,0,0.0,53,637.0,0
CUST0000027832,51,Male,66824.84,college,married,1,13,two_year,bank_transfer,1,0,114.6,1368.83,3,0,1,1,1,0,1,0,1,5.0,0.0,2,0,14.02,88,579.0,0
CUST0000027833,28,Male,206306.99,bachelor,single,4,31,one_year,electronic_check,1,0,82.78,2540.87,1,1,1,0,0,0,0,1,0,6.0,1.0,0,1,36.13,74,809.0,0
CUST0000027834,28,Male,35596.13,master,single,0,41,one_year,credit_card,1,0,72.77,2927.28,1,1,1,1,1,0,0,1,0,7.0,0.0,2,1,7.78,28,670.0,0
CUST0000027835,39,Male,20000.0,bachelor,single,2,13,two_year,electronic_check,1,0,87.88,772.79,3,1,1,0,1,0,1,1,1,4.0,0.0,0,2,58.59,6,656.0,0
CUST0000027836,34,Female,20000.0,master,divorced,2,31,one_year,credit_card,0,0,95.92,3187.38,3,1,1,1,0,0,0,0,1,4.0,1.0,2,0,36.47,23,693.0,0
CUST0000027837,36,Female,136367.3,bachelor,single,2,31,two_year,credit_card,0,0,100.96,3169.54,5,0,0,0,0,0,0,1,0,7.0,0.0,1,0,0.0,35,679.0,0
CUST0000027838,43,Female,96757.96,high_school,single,2,1,two_year,bank_transfer,1,0,91.7,83.9,5,1,1,0,0,0,1,0,1,6.0,0.0,2,1,27.38,37,564.0,0
CUST0000027839,43,Female,28228.24,college,married,3,29,two_year,electronic_check,1,0,92.72,2706.11,1,1,1,0,0,0,0,1,0,2.0,0.0,3,0,17.56,8,743.0,0
CUST0000027840,18,Male,124733.81,high_school,married,0,39,two_year,credit_card,1,0,85.11,3615.22,3,1,1,1,0,0,0,1,1,6.0,0.0,1,0,38.23,46,618.0,0
CUST0000027841,46,Female,20457.75,high_school,divorced,2,65,one_year,electronic_check,1,0,101.18,6409.11,6,1,1,0,1,1,1,0,0,6.0,2.0,2,0,34.74,92,584.0,1
